Survey,Wave,Country Numeric,Country ISO3,Region Numeric,Region Name,gid
WVS,2010-2014,792,TUR,792045,TR: Western Anatolia,TUR.53_1
WVS,2010-2014,792,TUR,792045,TR: Western Anatolia,TUR.44_1
WVS,2010-2014,792,TUR,792046,TR: Mediterranean,TUR.8_1
WVS,2010-2014,792,TUR,792046,TR: Mediterranean,TUR.39_1
WVS,2010-2014,792,TUR,792046,TR: Mediterranean,TUR.20_1
WVS,2010-2014,792,TUR,792046,TR: Mediterranean,TUR.1_1
WVS,2010-2014,792,TUR,792046,TR: Mediterranean,TUR.58_1
WVS,2010-2014,792,TUR,792046,TR: Mediterranean,TUR.37_1
WVS,2010-2014,792,TUR,792046,TR: Mediterranean,TUR.42_1
WVS,2010-2014,792,TUR,792046,TR: Mediterranean,TUR.64_1
WVS,2010-2014,792,TUR,792047,TR: Central Anatolia,TUR.49_1
WVS,2010-2014,792,TUR,792047,TR: Central Anatolia,TUR.5_1
WVS,2010-2014,792,TUR,792047,TR: Central Anatolia,TUR.62_1
WVS,2010-2014,792,TUR,792047,TR: Central Anatolia,TUR.61_1
WVS,2010-2014,792,TUR,792047,TR: Central Anatolia,TUR.51_1
WVS,2010-2014,792,TUR,792047,TR: Central Anatolia,TUR.47_1
WVS,2010-2014,792,TUR,792047,TR: Central Anatolia,TUR.72_1
WVS,2010-2014,792,TUR,792047,TR: Central Anatolia,TUR.80_1
WVS,2010-2014,792,TUR,792048,TR: Western Black Sea,TUR.81_1
WVS,2010-2014,792,TUR,792048,TR: Western Black Sea,TUR.43_1
WVS,2010-2014,792,TUR,792048,TR: Western Black Sea,TUR.13_1
WVS,2010-2014,792,TUR,792048,TR: Western Black Sea,TUR.46_1
WVS,2010-2014,792,TUR,792048,TR: Western Black Sea,TUR.23_1
WVS,2010-2014,792,TUR,792048,TR: Western Black Sea,TUR.70_1
WVS,2010-2014,792,TUR,792048,TR: Western Black Sea,TUR.67_1
WVS,2010-2014,792,TUR,792048,TR: Western Black Sea,TUR.74_1
WVS,2010-2014,792,TUR,792048,TR: Western Black Sea,TUR.24_1
WVS,2010-2014,792,TUR,792048,TR: Western Black Sea,TUR.6_1
WVS,2010-2014,792,TUR,792049,TR: Eastern Black Sea,TUR.75_1
WVS,2010-2014,792,TUR,792049,TR: Eastern Black Sea,TUR.63_1
WVS,2010-2014,792,TUR,792049,TR: Eastern Black Sea,TUR.34_1
WVS,2010-2014,792,TUR,792049,TR: Eastern Black Sea,TUR.65_1
WVS,2010-2014,792,TUR,792049,TR: Eastern Black Sea,TUR.10_1
WVS,2010-2014,792,TUR,792049,TR: Eastern Black Sea,TUR.35_1
WVS,2010-2014,792,TUR,792050,TR: North Eastern Anatolia,TUR.31_1
WVS,2010-2014,792,TUR,792050,TR: North Eastern Anatolia,TUR.30_1
WVS,2010-2014,792,TUR,792050,TR: North Eastern Anatolia,TUR.15_1
WVS,2010-2014,792,TUR,792050,TR: North Eastern Anatolia,TUR.4_1
WVS,2010-2014,792,TUR,792050,TR: North Eastern Anatolia,TUR.45_1
WVS,2010-2014,792,TUR,792050,TR: North Eastern Anatolia,TUR.38_1
WVS,2010-2014,792,TUR,792050,TR: North Eastern Anatolia,TUR.9_1
WVS,2010-2014,792,TUR,792051,TR: East Central Anatolia,TUR.55_1
WVS,2010-2014,792,TUR,792051,TR: East Central Anatolia,TUR.29_1
WVS,2010-2014,792,TUR,792051,TR: East Central Anatolia,TUR.17_1
WVS,2010-2014,792,TUR,792051,TR: East Central Anatolia,TUR.76_1
WVS,2010-2014,792,TUR,792051,TR: East Central Anatolia,TUR.78_1
WVS,2010-2014,792,TUR,792051,TR: East Central Anatolia,TUR.60_1
WVS,2010-2014,792,TUR,792051,TR: East Central Anatolia,TUR.18_1
WVS,2010-2014,792,TUR,792051,TR: East Central Anatolia,TUR.36_1
WVS,2010-2014,792,TUR,792052,TR: South Eastern Anatolia,TUR.33_1
WVS,2010-2014,792,TUR,792052,TR: South Eastern Anatolia,TUR.2_1
WVS,2010-2014,792,TUR,792052,TR: South Eastern Anatolia,TUR.48_1
WVS,2010-2014,792,TUR,792052,TR: South Eastern Anatolia,TUR.68_1
WVS,2010-2014,792,TUR,792052,TR: South Eastern Anatolia,TUR.26_1
WVS,2010-2014,792,TUR,792052,TR: South Eastern Anatolia,TUR.57_1
WVS,2010-2014,792,TUR,792052,TR: South Eastern Anatolia,TUR.14_1
WVS,2010-2014,792,TUR,792052,TR: South Eastern Anatolia,TUR.71_1
WVS,2010-2014,792,TUR,792052,TR: South Eastern Anatolia,TUR.69_1
,,,,,,
WVS,2010-2014,392,JPN,392011,JP: Hokkaido region,JPN.12_1
WVS,2010-2014,392,JPN,392012,JP: Tohoku region,JPN.3_1
WVS,2010-2014,392,JPN,392012,JP: Tohoku region,JPN.16_1
WVS,2010-2014,392,JPN,392012,JP: Tohoku region,JPN.24_1
WVS,2010-2014,392,JPN,392012,JP: Tohoku region,JPN.2_1
WVS,2010-2014,392,JPN,392012,JP: Tohoku region,JPN.45_1
WVS,2010-2014,392,JPN,392012,JP: Tohoku region,JPN.8_1
WVS,2010-2014,392,JPN,392013,JP: Kita-Kanto region,JPN.14_1
WVS,2010-2014,392,JPN,392013,JP: Kita-Kanto region,JPN.39_1
WVS,2010-2014,392,JPN,392013,JP: Kita-Kanto region,JPN.10_1
WVS,2010-2014,392,JPN,392014,JP: Minami-Kanto region,JPN.35_1
WVS,2010-2014,392,JPN,392014,JP: Minami-Kanto region,JPN.4_1
WVS,2010-2014,392,JPN,392014,JP: Minami-Kanto region,JPN.19_1
WVS,2010-2014,392,JPN,392015,JP: Tokyo,JPN.41_1
WVS,2010-2014,392,JPN,392016,JP: Tokai region,JPN.38_1
WVS,2010-2014,392,JPN,392016,JP: Tokai region,JPN.1_1
WVS,2010-2014,392,JPN,392016,JP: Tokai region,JPN.9_1
WVS,2010-2014,392,JPN,392016,JP: Tokai region,JPN.23_1
WVS,2010-2014,392,JPN,392017,"JP: Hokuriku, Shinetsu region",JPN.15_1
WVS,2010-2014,392,JPN,392017,"JP: Hokuriku, Shinetsu region",JPN.6_1
WVS,2010-2014,392,JPN,392017,"JP: Hokuriku, Shinetsu region",JPN.29_1
WVS,2010-2014,392,JPN,392017,"JP: Hokuriku, Shinetsu region",JPN.43_1
WVS,2010-2014,392,JPN,392017,"JP: Hokuriku, Shinetsu region",JPN.26_1
WVS,2010-2014,392,JPN,392018,JP: Kinki region,JPN.36_1
WVS,2010-2014,392,JPN,392018,JP: Kinki region,JPN.22_1
WVS,2010-2014,392,JPN,392018,JP: Kinki region,JPN.33_1
WVS,2010-2014,392,JPN,392018,JP: Kinki region,JPN.13_1
WVS,2010-2014,392,JPN,392018,JP: Kinki region,JPN.28_1
WVS,2010-2014,392,JPN,392018,JP: Kinki region,JPN.44_1
WVS,2010-2014,392,JPN,392019,JP: Chugoku region,JPN.42_1
WVS,2010-2014,392,JPN,392019,JP: Chugoku region,JPN.37_1
WVS,2010-2014,392,JPN,392019,JP: Chugoku region,JPN.31_1
WVS,2010-2014,392,JPN,392019,JP: Chugoku region,JPN.11_1
WVS,2010-2014,392,JPN,392019,JP: Chugoku region,JPN.46_1
WVS,2010-2014,392,JPN,392020,JP: Shikoku region,JPN.40_1
WVS,2010-2014,392,JPN,392020,JP: Shikoku region,JPN.17_1
WVS,2010-2014,392,JPN,392020,JP: Shikoku region,JPN.5_1
WVS,2010-2014,392,JPN,392020,JP: Shikoku region,JPN.20_1
WVS,2010-2014,392,JPN,392021,JP: Kyushu region,JPN.7_1
WVS,2010-2014,392,JPN,392021,JP: Kyushu region,JPN.34_1
WVS,2010-2014,392,JPN,392021,JP: Kyushu region,JPN.27_1
WVS,2010-2014,392,JPN,392021,JP: Kyushu region,JPN.21_1
WVS,2010-2014,392,JPN,392021,JP: Kyushu region,JPN.30_1
WVS,2010-2014,392,JPN,392021,JP: Kyushu region,JPN.25_1
WVS,2010-2014,392,JPN,392021,JP: Kyushu region,JPN.18_1
WVS,2010-2014,392,JPN,392021,JP: Kyushu region,JPN.32_1
,,,,,,
WVS,2010-2014,484,MEX,484101,MX: Aguascalientes,MEX.1_1
WVS,2010-2014,484,MEX,484102,MX: Baja California,MEX.3_1
WVS,2010-2014,484,MEX,484103,MX: Baja California Sur,MEX.2_1
WVS,2010-2014,484,MEX,484104,MX: Campeche,MEX.4_1
WVS,2010-2014,484,MEX,484105,MX: Coahuila,MEX.7_1
WVS,2010-2014,484,MEX,484106,MX: Colima,MEX.8_1
WVS,2010-2014,484,MEX,484107,MX: Chiapas,MEX.5_1
WVS,2010-2014,484,MEX,484108,MX: Chihuahua,MEX.6_1
WVS,2010-2014,484,MEX,484109,MX: Distrito Federal,MEX.9_1
WVS,2010-2014,484,MEX,484110,MX: Durango,MEX.10_1
WVS,2010-2014,484,MEX,484111,MX: Guanajuato,MEX.11_1
WVS,2010-2014,484,MEX,484112,MX: Guerrero,MEX.12_1
WVS,2010-2014,484,MEX,484113,MX: Hidalgo,MEX.13_1
WVS,2010-2014,484,MEX,484114,MX: Jalisco,MEX.14_1
WVS,2010-2014,484,MEX,484115,MX: Estado de México,MEX.15_1
WVS,2010-2014,484,MEX,484116,MX: Michoacán,MEX.16_1
WVS,2010-2014,484,MEX,484117,MX: Morelos,MEX.17_1
WVS,2010-2014,484,MEX,484118,MX: Nayarit,MEX.18_1
WVS,2010-2014,484,MEX,484119,MX: Nuevo León,MEX.19_1
WVS,2010-2014,484,MEX,484120,MX: Oaxaca,MEX.20_1
WVS,2010-2014,484,MEX,484121,MX: Puebla,MEX.21_1
WVS,2010-2014,484,MEX,484122,MX: Querétaro,MEX.22_1
WVS,2010-2014,484,MEX,484123,MX: Quintana Roo,MEX.23_1
WVS,2010-2014,484,MEX,484124,MX: San Luis Potosí,MEX.24_1
WVS,2010-2014,484,MEX,484125,MX: Sinaloa,MEX.25_1
WVS,2010-2014,484,MEX,484126,MX: Sonora,MEX.26_1
WVS,2010-2014,484,MEX,484127,MX: Tabasco,MEX.27_1
WVS,2010-2014,484,MEX,484128,MX: Tamaulipas,MEX.28_1
WVS,2010-2014,484,MEX,484129,MX: Tlaxcala,MEX.29_1
WVS,2010-2014,484,MEX,484130,MX: Veracruz,MEX.30_1
WVS,2010-2014,484,MEX,484131,MX: Yucatán,MEX.31_1
WVS,2010-2014,484,MEX,484132,MX: Zacatecas,MEX.32_1
,,,,,,
WVS,2010-2014,586,PAK,586010,PK: Punjab,PAK.7_1
WVS,2010-2014,586,PAK,586011,PK: Sindh,PAK.8_1
WVS,2010-2014,586,PAK,586012,PK: Khyber Pakhtunkhwa,PAK.5_1
WVS,2010-2014,586,PAK,586013,PK: Balochistan,PAK.2_1
,,,,,,
WVS,2005-2009,124,CAN,-5,Unknown,CAN
WVS,2005-2009,124,CAN,124001,CA: Prince Edward Island,CAN.10_1
WVS,2005-2009,124,CAN,124002,CA: Nova Scotia,CAN.7_1
WVS,2005-2009,124,CAN,124003,CA: New Brunswick,CAN.4_1
WVS,2005-2009,124,CAN,124004,CA: Quebec,CAN.11_1
WVS,2005-2009,124,CAN,124005,CA: Ontario,CAN.9_1
WVS,2005-2009,124,CAN,124006,CA: Manitoba,CAN.3_1
WVS,2005-2009,124,CAN,124007,CA: Saskatchewan,CAN.12_1
WVS,2005-2009,124,CAN,124008,CA: Alberta,CAN.1_1
WVS,2005-2009,124,CAN,124009,CA: British Columbia,CAN.2_1
WVS,2005-2009,124,CAN,124010,CA: Newfoundland,CAN.5_1
,,,,,,
WVS,2005-2009,364,IRN,364001,IR: Gilan,IRN.8_1
WVS,2005-2009,364,IRN,364002,IR: Mazandaran,IRN.20_1
WVS,2005-2009,364,IRN,364003,IR: Fars,IRN.7_1
WVS,2005-2009,364,IRN,364004,IR: Kerman,IRN.13_1
WVS,2005-2009,364,IRN,364005,IR: West azarbayjan,IRN.29_1
WVS,2005-2009,364,IRN,364006,IR: East azarbayjan,IRN.5_1
WVS,2005-2009,364,IRN,364007,IR: Kermanshah,IRN.14_1
WVS,2005-2009,364,IRN,364008,IR: Sistan and balouchestan,IRN.26_1
WVS,2005-2009,364,IRN,364009,IR: Isfahan,IRN.6_1
WVS,2005-2009,364,IRN,364010,IR: Khozestan,IRN.15_1
WVS,2005-2009,364,IRN,364011,IR: Kordestan,IRN.17_1
WVS,2005-2009,364,IRN,364012,IR: Khorasan,IRN.24_1
WVS,2005-2009,364,IRN,364013,IR: Tehran,IRN.28_1
WVS,2005-2009,364,IRN,364014,IR: Boyer ahmad,IRN.16_1
WVS,2005-2009,364,IRN,364015,IR: Bushehr,IRN.3_1
WVS,2005-2009,364,IRN,364016,IR: Chaharmahal,IRN.4_1
WVS,2005-2009,364,IRN,364017,IR: Hamadan,IRN.10_1
WVS,2005-2009,364,IRN,364018,IR: Hormozgan,IRN.11_1
WVS,2005-2009,364,IRN,364019,IR: Ilam,IRN.12_1
WVS,2005-2009,364,IRN,364020,IR: Lorestan,IRN.18_1
WVS,2005-2009,364,IRN,364021,IR: Markazi,IRN.19_1
WVS,2005-2009,364,IRN,364022,IR: Semnan,IRN.25_1
WVS,2005-2009,364,IRN,364023,IR: Yazd,IRN.30_1
WVS,2005-2009,364,IRN,364024,IR: Zanjan,IRN.31_1
WVS,2005-2009,364,IRN,364025,IR: Ghom,IRN.23_1
WVS,2005-2009,364,IRN,364026,IR: Ardabil,IRN.2_1
WVS,2005-2009,364,IRN,364027,IR: Ghazvin,IRN.22_1
WVS,2005-2009,364,IRN,364028,IR: Golestan,IRN.9_1
WVS,2005-2009,364,IRN,364029,IR: North Khorasan,IRN.21_1
WVS,2005-2009,364,IRN,364030,IR: South Khorasan,IRN.27_1
,,,,,,
WVS,1999-2004,50,BGD,50001,BD: Dhaka,BGD.3.1_1
WVS,1999-2004,50,BGD,50002,BD: Chittagong,BGD.2.4_1
WVS,1999-2004,50,BGD,50003,BD: Barisal,BGD.1.2_1
WVS,1999-2004,50,BGD,50004,BD: Mymensingh,BGD.3.10_1
WVS,1999-2004,50,BGD,50005,BD: Tangail,BGD.3.17_1
WVS,1999-2004,50,BGD,50006,BD: Sherpur,BGD.3.16_1
WVS,1999-2004,50,BGD,50007,BD: Faridpur,BGD.3.2_1
WVS,1999-2004,50,BGD,50008,BD: Kishoreganj,BGD.3.6_1
WVS,1999-2004,50,BGD,50009,BD: Feni,BGD.2.7_1
WVS,1999-2004,50,BGD,50010,BD: Coxex Bazar,BGD.2.6_1
WVS,1999-2004,50,BGD,50011,BD: Brahmanbaria,BGD.2.2_1
WVS,1999-2004,50,BGD,50012,BD: Sylhet,BGD.7.4_1
WVS,1999-2004,50,BGD,50013,BD: Habiganj,BGD.7.1_1
WVS,1999-2004,50,BGD,50014,BD: Rajshahi,BGD.5.7_1
WVS,1999-2004,50,BGD,50015,BD: Sirajgonj,BGD.5.8_1
WVS,1999-2004,50,BGD,50016,BD: Jhenaidah,BGD.4.4_1
WVS,1999-2004,50,BGD,50017,BD: Chuadanga,BGD.4.2_1
WVS,1999-2004,50,BGD,50018,BD: Nator,BGD.5.4_1
WVS,1999-2004,50,BGD,50019,BD: Rangpur,BGD.6.7_1
WVS,1999-2004,50,BGD,50020,BD: Gaibandha,BGD.6.2_1
WVS,1999-2004,50,BGD,50021,BD: Comilla,BGD.2.5_1
,,,,,,
WVS,2005-2009,231,ETH,231001,ET: Addis Ababa,ETH.1_1
WVS,2005-2009,231,ETH,231002,ET: Oromiya,ETH.8_1
WVS,2005-2009,231,ETH,231003,ET: Tigray,ETH.11_1
WVS,2005-2009,231,ETH,231004,ET: Amhara,ETH.3_1
WVS,2005-2009,231,ETH,231005,ET: SNNP,ETH.10_1
,,,,,,
WVS,2010-2014,608,PHL,608001,PH: NCR,PHL.47_1
WVS,2010-2014,608,PHL,608002,PH: SOUTH LUZON,PHL.34_1
WVS,2010-2014,608,PHL,608002,PH: SOUTH LUZON,PHL.35_1
WVS,2010-2014,608,PHL,608002,PH: SOUTH LUZON,PHL.39_1
WVS,2010-2014,608,PHL,608002,PH: SOUTH LUZON,PHL.61_1
WVS,2010-2014,608,PHL,608002,PH: SOUTH LUZON,PHL.1_1
WVS,2010-2014,608,PHL,608002,PH: SOUTH LUZON,PHL.7_1
WVS,2010-2014,608,PHL,608002,PH: SOUTH LUZON,PHL.13_1
WVS,2010-2014,608,PHL,608002,PH: SOUTH LUZON,PHL.33_1
WVS,2010-2014,608,PHL,608002,PH: SOUTH LUZON,PHL.38_1
WVS,2010-2014,608,PHL,608002,PH: SOUTH LUZON,PHL.50_1
WVS,2010-2014,608,PHL,608002,PH: SOUTH LUZON,PHL.11_1
WVS,2010-2014,608,PHL,608002,PH: SOUTH LUZON,PHL.18_1
WVS,2010-2014,608,PHL,608002,PH: SOUTH LUZON,PHL.37_1
WVS,2010-2014,608,PHL,608002,PH: SOUTH LUZON,PHL.56_1
WVS,2010-2014,608,PHL,608002,PH: SOUTH LUZON,PHL.63_1
WVS,2010-2014,608,PHL,608002,PH: SOUTH LUZON,PHL.8_1
WVS,2010-2014,608,PHL,608002,PH: SOUTH LUZON,PHL.10_1
WVS,2010-2014,608,PHL,608002,PH: SOUTH LUZON,PHL.17_1
WVS,2010-2014,608,PHL,608002,PH: SOUTH LUZON,PHL.55_1
WVS,2010-2014,608,PHL,608002,PH: SOUTH LUZON,PHL.60_1
